student_id,full_name,age,gender,city,email,group_id,enrollment_date,group_name,course_id,stated_num_students,session_day,session_time,instructor,course_name,category,difficulty_level,duration_weeks,short_description,modules,is_active,score_mean,score_count,max_score_first,total_sessions,attended_sessions,attendance_rate,avg_concept_mastery,min_concept_score,max_concept_score,concepts_passed,total_events,events_forum_post,events_login,events_quiz_attempt,events_resource_download,events_video_watch,total_video_seconds,device_mobile,device_web,0,1,time_spent_minutes,attempts
S0052,Youssef Mahmoud,25,Female,Tanta,youssef.mahmoud@kayfa-student.io,G08,2025-12-06,Group 08 — C006,C006,60,Saturday,17:00,Dr. Laila ElBaz,Machine Learning Basics,Analytics,Advanced,16,Machine Learning Basics — hands-on analytics track at Kayfa.,"[""Regression"", ""Classification"", ""Overfitting & Regularization"", ""Feature Engineering"", ""Model Evaluation"", ""Clustering""]",True,76.2909090909091,11,100,26,21,80.77,78.21249999999999,56.4,98.5,22,42,3,12,6,7,14,7593,15,27,3,0.0,128.66666666666666,1.0
S0053,Hassan Refaat,27,Female,Alexandria,hassan.refaat@kayfa-student.io,G01,2025-12-01,Group 01 — C001,C001,52,Thursday,16:00,Eng. Khaled Adel,Data Analytics Fundamentals,Analytics,Beginner,12,Data Analytics Fundamentals — hands-on analytics track at Kayfa.,"[""Spreadsheets & Tabular Data"", ""Descriptive Statistics"", ""Data Cleaning"", ""GroupBy & Aggregation"", ""Joins & Merges"", ""Data Visualization Basics""]",True,76.12727272727273,11,100,26,17,65.38,76.57916666666667,51.3,98.8,22,78,6,28,14,10,20,9446,29,49,3,0.0,121.33333333333333,2.0
S0054,Nada Naguib,23,Male,Giza,nada.naguib@kayfa-student.io,G08,2025-12-12,Group 08 — C006,C006,60,Saturday,17:00,Dr. Laila ElBaz,Machine Learning Basics,Analytics,Advanced,16,Machine Learning Basics — hands-on analytics track at Kayfa.,"[""Regression"", ""Classification"", ""Overfitting & Regularization"", ""Feature Engineering"", ""Model Evaluation"", ""Clustering""]",True,69.61818181818181,11,100,26,22,84.62,67.39999999999999,39.8,87.7,17,89,4,25,15,15,30,20226,38,51,3,1.0,124.66666666666667,1.6666666666666667
S0055,Ali Naguib,21,MALE,Zagazig,ali.naguib@kayfa-student.io,G02,2025-12-19,Group 02 — C001,C001,56,Thursday,18:00,Dr. Mona Saad,Data Analytics Fundamentals,Analytics,Beginner,12,Data Analytics Fundamentals — hands-on analytics track at Kayfa.,"[""Spreadsheets & Tabular Data"", ""Descriptive Statistics"", ""Data Cleaning"", ""GroupBy & Aggregation"", ""Joins & Merges"", ""Data Visualization Basics""]",True,68.34545454545454,11,100,26,23,88.46,70.94166666666668,53.6,99.0,18,71,4,24,12,9,22,13852,26,45,3,0.0,93.33333333333333,2.3333333333333335
S0056,Hassan Ibrahim,20,Female,Zagazig,hassan.ibrahim@kayfa-student.io,G09,2025-12-03,Group 09 — C006,C006,51,Thursday,19:00,Dr. Mona Saad,Machine Learning Basics,Analytics,Advanced,16,Machine Learning Basics — hands-on analytics track at Kayfa.,"[""Regression"", ""Classification"", ""Overfitting & Regularization"", ""Feature Engineering"", ""Model Evaluation"", ""Clustering""]",True,83.46363636363637,11,100,26,20,76.92,82.69166666666668,60.7,100.0,24,91,5,36,14,10,26,17180,35,56,3,1.0,137.33333333333334,1.6666666666666667
S0057,Sherif Halim,19,Male,Giza,sherif.halim@kayfa-student.io,G01,2025-12-18,Group 01 — C001,C001,52,Thursday,16:00,Eng. Khaled Adel,Data Analytics Fundamentals,Analytics,Beginner,12,Data Analytics Fundamentals — hands-on analytics track at Kayfa.,"[""Spreadsheets & Tabular Data"", ""Descriptive Statistics"", ""Data Cleaning"", ""GroupBy & Aggregation"", ""Joins & Merges"", ""Data Visualization Basics""]",True,83.60000000000001,11,100,26,24,92.31,83.1875,64.4,100.0,24,82,8,21,13,13,27,18602,26,56,3,0.0,75.66666666666667,1.0
S0058,Sara Darwish,17,Male,Mansoura,sara.darwish@kayfa-student.io,G06,2025-12-16,Group 06 — C004,C004,56,Saturday,17:00,Dr. Mona Saad,UI/UX Design,Design,Beginner,10,UI/UX Design — hands-on design track at Kayfa.,"[""Design Principles"", ""Wireframing"", ""Color Theory"", ""Prototyping"", ""Usability Testing""]",True,73.87272727272727,11,100,26,21,80.77,75.81666666666666,44.2,100.0,22,77,4,28,15,9,21,10194,29,48,3,1.0,97.0,1.3333333333333333
S0059,Amr Soliman,21,Male,Alexandria,amr.soliman@kayfa-student.io,G03,2025-12-20,Group 03 — C002,C002,67,Sunday,6 PM,Dr. Laila ElBaz,Python Programming,Programming,Beginner,14,Python Programming — hands-on programming track at Kayfa.,"[""Variables & Types"", ""Control Flow"", ""Functions"", ""Data Structures"", ""Recursion"", ""File I/O"", ""Error Handling""]",True,62.72727272727273,11,100,26,19,73.08,60.708333333333336,20.5,82.4,14,72,8,29,9,14,12,6635,27,45,3,0.0,88.66666666666667,1.6666666666666667
S0060,Sara Awad,19,Male,Tanta,sara.awad@kayfa-student.io,G06,2025-12-16,Group 06 — C004,C004,56,Saturday,17:00,Dr. Mona Saad,UI/UX Design,Design,Beginner,10,UI/UX Design — hands-on design track at Kayfa.,"[""Design Principles"", ""Wireframing"", ""Color Theory"", ""Prototyping"", ""Usability Testing""]",True,76.58181818181818,11,100,26,22,84.62,82.6625,61.2,97.5,24,67,7,19,14,15,12,8686,24,43,3,0.0,104.66666666666667,2.0
S0061,Karim AbdelHamid,18,Male,Fayoum,spaces here@x.io,G03,2025-12-16,Group 03 — C002,C002,67,Sunday,6 PM,Dr. Laila ElBaz,Python Programming,Programming,Beginner,14,Python Programming — hands-on programming track at Kayfa.,"[""Variables & Types"", ""Control Flow"", ""Functions"", ""Data Structures"", ""Recursion"", ""File I/O"", ""Error Handling""]",True,71.84545454545454,11,100,26,23,88.46,70.14583333333333,31.4,91.2,17,79,4,27,9,14,25,16531,27,52,3,0.0,138.33333333333334,1.3333333333333333
S0062,Menna ElGhandour,22,Female,Mansoura,not-an-email,G04,2025-12-04,Group 04 — C002,C002,65,Saturday,16:00,Eng. Hossam Refaat,Python Programming,Programming,Beginner,14,Python Programming — hands-on programming track at Kayfa.,"[""Variables & Types"", ""Control Flow"", ""Functions"", ""Data Structures"", ""Recursion"", ""File I/O"", ""Error Handling""]",True,63.5,11,100,27,22,81.48,56.75,8.8,79.4,13,52,3,10,12,12,15,8226,14,38,3,2.0,140.33333333333334,1.0
S0063,Hossam AbdelHamid,21,Female,Tanta,hossam.abdelhamid@kayfa-student.io,G04,2025-12-01,Group 04 — C002,C002,65,Saturday,16:00,Eng. Hossam Refaat,Python Programming,Programming,Beginner,14,Python Programming — hands-on programming track at Kayfa.,"[""Variables & Types"", ""Control Flow"", ""Functions"", ""Data Structures"", ""Recursion"", ""File I/O"", ""Error Handling""]",True,69.92727272727274,11,100,26,23,88.46,72.08333333333333,42.6,100.0,17,58,4,21,6,5,22,15383,27,31,3,3.0,64.0,1.6666666666666667
S0064,Salma ElGhandour,22,Female,Asyut,salma.elghandour@kayfa-student.io,G02,2025-12-20,Group 02 — C001,C001,56,Thursday,18:00,Dr. Mona Saad,Data Analytics Fundamentals,Analytics,Beginner,12,Data Analytics Fundamentals — hands-on analytics track at Kayfa.,"[""Spreadsheets & Tabular Data"", ""Descriptive Statistics"", ""Data Cleaning"", ""GroupBy & Aggregation"", ""Joins & Merges"", ""Data Visualization Basics""]",True,72.04545454545455,11,100,26,20,76.92,74.51666666666667,53.3,100.0,19,58,10,19,9,7,13,7181,22,36,3,0.0,117.33333333333333,1.3333333333333333
S0065,Mostafa Gamal,22,Male,Port Said,mostafa.gamal@kayfa-student.io,G06,2025-12-19,Group 06 — C004,C004,56,Saturday,17:00,Dr. Mona Saad,UI/UX Design,Design,Beginner,10,UI/UX Design — hands-on design track at Kayfa.,"[""Design Principles"", ""Wireframing"", ""Color Theory"", ""Prototyping"", ""Usability Testing""]",True,69.39090909090909,11,100,26,23,88.46,71.46249999999999,46.4,93.4,23,86,5,31,12,11,27,18437,29,57,3,1.0,110.33333333333333,1.6666666666666667
S0066,Fady Soliman,20,Female,Zagazig,fady.soliman@kayfa-student.io,G05,2025-12-01,Group 05 — C003,C003,76,Tuesday,1800,Eng. Khaled Adel,Web Development,Programming,Intermediate,16,Web Development — hands-on programming track at Kayfa.,"[""HTML & Semantics"", ""CSS Layout"", ""JavaScript DOM"", ""HTTP & APIs"", ""Responsive Design""]",True,74.52727272727272,11,100,26,22,84.62,76.8625,64.5,92.2,24,57,1,21,9,6,20,12749,20,37,3,2.0,70.0,2.0
S0067,Malak Abdelaziz,24,Female,Port Said,malak.abdelaziz@kayfa-student.io,G07,2025-12-13,Group 07 — C005,C005,70,Wednesday,21:00,Eng. Hossam Refaat,Digital Marketing,Business,Beginner,8,Digital Marketing — hands-on business track at Kayfa.,"[""SEO Basics"", ""Content Strategy"", ""Paid Ads"", ""Funnel Analytics""]",True,58.90909090909091,11,100,26,17,65.38,59.12083333333334,37.9,80.6,10,42,3,15,6,8,10,4781,15,27,3,3.0,139.0,2.0
S0068,Nada Hassan,27,Male,Zagazig,nada.hassan@kayfa-student.io,G04,2025-12-06,Group 04 — C002,C002,65,Saturday,16:00,Eng. Hossam Refaat,Python Programming,Programming,Beginner,14,Python Programming — hands-on programming track at Kayfa.,"[""Variables & Types"", ""Control Flow"", ""Functions"", ""Data Structures"", ""Recursion"", ""File I/O"", ""Error Handling""]",True,75.7,11,100,26,21,80.77,80.5,58.0,94.4,23,49,4,14,3,9,19,11432,16,33,3,1.0,155.0,1.3333333333333333
S0069,Hana Darwish,25,Female,Giza,hana.darwish@kayfa-student.io,G07,2025-12-02,Group 07 — C005,C005,70,Wednesday,21:00,Eng. Hossam Refaat,Digital Marketing,Business,Beginner,8,Digital Marketing — hands-on business track at Kayfa.,"[""SEO Basics"", ""Content Strategy"", ""Paid Ads"", ""Funnel Analytics""]",True,66.41818181818182,11,100,26,20,76.92,71.09166666666667,46.4,93.5,19,54,4,17,7,10,16,9398,28,26,3,3.0,133.33333333333334,2.3333333333333335
S0070,Sara Shawky,19,Female,Tanta,sara.shawky@kayfa-student.io,G05,2025-12-11,Group 05 — C003,C003,76,Tuesday,1800,Eng. Khaled Adel,Web Development,Programming,Intermediate,16,Web Development — hands-on programming track at Kayfa.,"[""HTML & Semantics"", ""CSS Layout"", ""JavaScript DOM"", ""HTTP & APIs"", ""Responsive Design""]",True,67.26363636363637,11,100,26,22,84.62,67.90416666666667,40.8,97.6,15,65,2,30,10,9,14,9466,19,46,3,0.0,138.0,2.0
S0071,Sara Halim,17,Female,Alexandria,sara.halim@kayfa-student.io,G09,2025-12-03,Group 09 — C006,C006,51,Thursday,19:00,Dr. Mona Saad,Machine Learning Basics,Analytics,Advanced,16,Machine Learning Basics — hands-on analytics track at Kayfa.,"[""Regression"", ""Classification"", ""Overfitting & Regularization"", ""Feature Engineering"", ""Model Evaluation"", ""Clustering""]",True,74.82727272727273,11,100,26,19,73.08,74.70833333333333,50.0,91.6,21,31,3,8,2,8,10,3889,10,21,3,1.0,159.0,2.0
S0072,Ahmed Mansour,23,Female,Mansoura,ahmed.mansour@kayfa-student.io,G05,2025-12-09,Group 05 — C003,C003,76,Tuesday,1800,Eng. Khaled Adel,Web Development,Programming,Intermediate,16,Web Development — hands-on programming track at Kayfa.,"[""HTML & Semantics"", ""CSS Layout"", ""JavaScript DOM"", ""HTTP & APIs"", ""Responsive Design""]",True,79.39999999999999,11,100,26,25,96.15,87.41250000000001,60.1,100.0,24,60,4,23,9,9,15,8064,24,36,3,0.0,143.33333333333334,1.3333333333333333
S0073,Fady Refaat,21,Female,Fayoum,fady.refaat@kayfa-student.io,G07,2025-12-16,Group 07 — C005,C005,70,Wednesday,21:00,Eng. Hossam Refaat,Digital Marketing,Business,Beginner,8,Digital Marketing — hands-on business track at Kayfa.,"[""SEO Basics"", ""Content Strategy"", ""Paid Ads"", ""Funnel Analytics""]",True,65.57272727272726,11,100,26,15,57.69,65.94583333333334,50.7,100.0,15,54,6,13,8,8,19,10693,25,29,3,2.0,139.0,1.6666666666666667
S0074,Sherif Zaki,25,Female,Alexandria,sherif.zaki@kayfa-student.io,G08,2025-12-09,Group 08 — C006,C006,60,Saturday,17:00,Dr. Laila ElBaz,Machine Learning Basics,Analytics,Advanced,16,Machine Learning Basics — hands-on analytics track at Kayfa.,"[""Regression"", ""Classification"", ""Overfitting & Regularization"", ""Feature Engineering"", ""Model Evaluation"", ""Clustering""]",True,67.99090909090908,11,100,26,18,69.23,69.1875,52.6,82.4,22,60,3,27,10,6,14,7937,20,40,3,1.0,109.0,2.0
S0075,Hana Mahmoud,22,Male,Tanta,hana.mahmoud@kayfa-student.io,G02,2025-12-06,Group 02 — C001,C001,56,Thursday,18:00,Dr. Mona Saad,Data Analytics Fundamentals,Analytics,Beginner,12,Data Analytics Fundamentals — hands-on analytics track at Kayfa.,"[""Spreadsheets & Tabular Data"", ""Descriptive Statistics"", ""Data Cleaning"", ""GroupBy & Aggregation"", ""Joins & Merges"", ""Data Visualization Basics""]",True,70.07272727272726,11,100,26,22,84.62,68.75416666666666,47.5,85.7,20,40,2,17,5,4,12,5482,18,22,3,3.0,155.0,2.3333333333333335
S0076,Ali Hassan,24,Male,Mansoura,ali.hassan@kayfa-student.io,G04,2025-12-17,Group 04 — C002,C002,65,Saturday,16:00,Eng. Hossam Refaat,Python Programming,Programming,Beginner,14,Python Programming — hands-on programming track at Kayfa.,"[""Variables & Types"", ""Control Flow"", ""Functions"", ""Data Structures"", ""Recursion"", ""File I/O"", ""Error Handling""]",True,66.15454545454546,11,100,26,20,76.92,66.875,29.1,88.6,17,42,2,17,6,5,12,6473,19,23,3,3.0,125.0,1.6666666666666667
S0077,Omar ElMasry,18,Female,Port Said,omar.elmasry@kayfa-student.io,G08,2025-12-13,Group 08 — C006,C006,60,Saturday,17:00,Dr. Laila ElBaz,Machine Learning Basics,Analytics,Advanced,16,Machine Learning Basics — hands-on analytics track at Kayfa.,"[""Regression"", ""Classification"", ""Overfitting & Regularization"", ""Feature Engineering"", ""Model Evaluation"", ""Clustering""]",True,71.78181818181818,11,100,26,26,100.0,73.5,51.4,100.0,21,75,4,28,10,9,24,14070,26,49,3,1.0,153.66666666666666,1.3333333333333333
S0078,Mona Farouk,19,Female,Mansoura,mona.farouk@kayfa-student.io,G04,2025-12-15,Group 04 — C002,C002,65,Saturday,16:00,Eng. Hossam Refaat,Python Programming,Programming,Beginner,14,Python Programming — hands-on programming track at Kayfa.,"[""Variables & Types"", ""Control Flow"", ""Functions"", ""Data Structures"", ""Recursion"", ""File I/O"", ""Error Handling""]",True,62.98181818181818,11,100,26,22,84.62,58.312,18.2,88.1,13,52,3,9,8,11,21,11595,21,31,3,0.0,95.66666666666667,1.0
S0079,Ahmed Kamel,21,Male,Ismailia,ahmed.kamel@kayfa-student.io,G03,2025-12-14,Group 03 — C002,C002,67,Sunday,6 PM,Dr. Laila ElBaz,Python Programming,Programming,Beginner,14,Python Programming — hands-on programming track at Kayfa.,"[""Variables & Types"", ""Control Flow"", ""Functions"", ""Data Structures"", ""Recursion"", ""File I/O"", ""Error Handling""]",True,77.60000000000001,11,100,26,20,76.92,78.87083333333334,44.9,99.0,22,66,4,17,11,10,24,13449,23,43,3,0.0,125.0,1.0
S0080,Jana ElMasry,17,Male,Asyut,jana.elmasry@kayfa-student.io,G04,2025-12-04,Group 04 — C002,C002,65,Saturday,16:00,Eng. Hossam Refaat,Python Programming,Programming,Beginner,14,Python Programming — hands-on programming track at Kayfa.,"[""Variables & Types"", ""Control Flow"", ""Functions"", ""Data Structures"", ""Recursion"", ""File I/O"", ""Error Handling""]",True,63.98181818181818,11,100,26,20,76.92,55.21666666666667,21.3,79.8,9,51,7,17,6,6,15,8711,14,37,3,2.0,117.33333333333333,2.3333333333333335
S0081,Mostafa ElMasry,21,Male,Fayoum,mostafa.elmasry@kayfa-student.io,G04,2025-12-19,Group 04 — C002,C002,65,Saturday,16:00,Eng. Hossam Refaat,Python Programming,Programming,Beginner,14,Python Programming — hands-on programming track at Kayfa.,"[""Variables & Types"", ""Control Flow"", ""Functions"", ""Data Structures"", ""Recursion"", ""File I/O"", ""Error Handling""]",True,61.054545454545455,11,100,26,25,96.15,57.7125,35.5,75.0,10,63,10,18,7,12,16,9870,28,35,3,1.0,137.66666666666666,1.0
S0082,Fady Shawky,17,Female,Port Said,fady.shawky@kayfa-student.io,G09,2025-12-20,Group 09 — C006,C006,51,Thursday,19:00,Dr. Mona Saad,Machine Learning Basics,Analytics,Advanced,16,Machine Learning Basics — hands-on analytics track at Kayfa.,"[""Regression"", ""Classification"", ""Overfitting & Regularization"", ""Feature Engineering"", ""Model Evaluation"", ""Clustering""]",True,89.06363636363636,11,100,26,26,100.0,84.11666666666666,58.9,100.0,23,91,7,24,8,18,34,22735,38,53,3,0.0,156.33333333333334,2.0
S0083,Seif ElMasry,26,Male,Fayoum,seif.elmasry@kayfa-student.io,G09,2025-12-09,Group 09 — C006,C006,51,Thursday,19:00,Dr. Mona Saad,Machine Learning Basics,Analytics,Advanced,16,Machine Learning Basics — hands-on analytics track at Kayfa.,"[""Regression"", ""Classification"", ""Overfitting & Regularization"", ""Feature Engineering"", ""Model Evaluation"", ""Clustering""]",True,74.64545454545454,11,100,26,16,61.54,77.03750000000001,56.0,100.0,20,36,3,14,5,5,9,5920,19,17,3,1.0,125.33333333333333,2.0
S0084,Mariam Habib,20,Female,Asyut,mariam.habib@kayfa-student.io,G08,2025-12-06,Group 08 — C006,C006,60,Saturday,17:00,Dr. Laila ElBaz,Machine Learning Basics,Analytics,Advanced,16,Machine Learning Basics — hands-on analytics track at Kayfa.,"[""Regression"", ""Classification"", ""Overfitting & Regularization"", ""Feature Engineering"", ""Model Evaluation"", ""Clustering""]",True,76.23636363636363,11,100,26,24,92.31,76.17916666666666,38.5,97.9,21,61,3,26,6,10,16,9357,32,29,3,1.0,148.66666666666666,2.0
S0085,Salma ElMasry,24,Male,Tanta,salma.elmasry@kayfa-student.io,G08,2025-12-13,Group 08 — C006,C006,60,Saturday,17:00,Dr. Laila ElBaz,Machine Learning Basics,Analytics,Advanced,16,Machine Learning Basics — hands-on analytics track at Kayfa.,"[""Regression"", ""Classification"", ""Overfitting & Regularization"", ""Feature Engineering"", ""Model Evaluation"", ""Clustering""]",True,74.84545454545456,11,100,26,23,88.46,74.9875,47.4,88.6,22,77,4,26,9,12,26,17106,36,41,3,0.0,178.0,1.3333333333333333
S0086,Yasmin Naguib,24,Male,Alexandria,yasmin.naguib@kayfa-student.io,G04,2025-12-06,Group 04 — C002,C002,65,Saturday,16:00,Eng. Hossam Refaat,Python Programming,Programming,Beginner,14,Python Programming — hands-on programming track at Kayfa.,"[""Variables & Types"", ""Control Flow"", ""Functions"", ""Data Structures"", ""Recursion"", ""File I/O"", ""Error Handling""]",True,65.35454545454546,11,100,26,21,80.77,59.13333333333333,7.0,90.5,13,71,4,27,10,8,22,13998,29,42,3,1.0,85.33333333333333,1.6666666666666667
S0087,Ali ElBaz,23,Male,Giza,ali.elbaz@kayfa-student.io,G03,2025-12-05,Group 03 — C002,C002,67,Sunday,6 PM,Dr. Laila ElBaz,Python Programming,Programming,Beginner,14,Python Programming — hands-on programming track at Kayfa.,"[""Variables & Types"", ""Control Flow"", ""Functions"", ""Data Structures"", ""Recursion"", ""File I/O"", ""Error Handling""]",True,83.77272727272727,11,100,26,24,92.31,85.10833333333333,60.2,100.0,24,60,3,23,9,11,14,8575,22,38,3,0.0,140.66666666666666,2.0
S0088,Ziad ElMasry,17,Female,Cairo,ziad.elmasry@kayfa-student.io,G07,2025-12-09,Group 07 — C005,C005,70,Wednesday,21:00,Eng. Hossam Refaat,Digital Marketing,Business,Beginner,8,Digital Marketing — hands-on business track at Kayfa.,"[""SEO Basics"", ""Content Strategy"", ""Paid Ads"", ""Funnel Analytics""]",True,63.72727272727273,11,100,26,20,76.92,68.57083333333334,44.9,85.8,20,67,4,26,11,13,13,7476,34,33,3,2.0,98.33333333333333,2.0
S0089,Mona Kamel,23,Male,Port Said,mona.kamel@kayfa-student.io,G04,2025-12-17,Group 04 — C002,C002,65,Saturday,16:00,Eng. Hossam Refaat,Python Programming,Programming,Beginner,14,Python Programming — hands-on programming track at Kayfa.,"[""Variables & Types"", ""Control Flow"", ""Functions"", ""Data Structures"", ""Recursion"", ""File I/O"", ""Error Handling""]",True,63.91818181818182,11,100,26,21,80.77,62.76666666666667,32.3,77.0,16,59,1,26,8,8,16,8138,22,37,3,1.0,151.66666666666666,1.6666666666666667
S0090,Rana Mansour,20,Female,Ismailia,rana.mansour@kayfa-student.io,G07,2025-12-10,Group 07 — C005,C005,70,Wednesday,21:00,Eng. Hossam Refaat,Digital Marketing,Business,Beginner,8,Digital Marketing — hands-on business track at Kayfa.,"[""SEO Basics"", ""Content Strategy"", ""Paid Ads"", ""Funnel Analytics""]",True,53.2,11,100,26,18,69.23,55.770833333333336,33.1,78.9,8,45,5,14,4,3,19,8712,16,29,3,0.0,91.66666666666667,1.3333333333333333
S0091,Ziad Awad,25,Male,Fayoum,ziad.awad@kayfa-student.io,G09,2025-12-15,Group 09 — C006,C006,51,Thursday,19:00,Dr. Mona Saad,Machine Learning Basics,Analytics,Advanced,16,Machine Learning Basics — hands-on analytics track at Kayfa.,"[""Regression"", ""Classification"", ""Overfitting & Regularization"", ""Feature Engineering"", ""Model Evaluation"", ""Clustering""]",True,75.2,11,100,26,25,96.15,69.09583333333333,38.6,90.9,18,68,7,24,7,12,18,10941,32,36,3,1.0,68.33333333333333,1.0
